,actor1,actor2,admin1,admin2,admin3,assoc_actor_1,assoc_actor_2,country,data_id,event_date,event_id_cnty,event_id_no_cnty,event_type,fatalities,geo_precision,inter1,inter2,interaction,iso,iso3,latitude,location,longitude,notes,region,source,source_scale,sub_event_type,time_precision,timestamp,year
54,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Al-Malikeyyeh,Al-Malikeyyeh,,,Syria,5841178,2018-01-25,SYR19929,19929,Explosions/Remote violence,0,1,8,2,28,760,SYR,37.0667,Qarrah Chouk mountains,42.1578,"The Turkish army shelled YPG positions in Qarrah Chouk mountains in the north eastern countryside of Al-Hasakeh, no casualties were reported.",Middle East,SHAM,National,Shelling/artillery/missile attack,1,1567462245,2018
55,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Al-Malikeyyeh,Al-Malikeyyeh,,,Syria,5841073,2018-01-25,SYR19958,19958,Explosions/Remote violence,0,1,8,2,28,760,SYR,37.1756,Al-Zehiriyeh,42.3200,"The Turkish army shelled YPG positions in Zheiriyeh village in the north eastern countryside of Al-Hasakeh, no casualties were reported.",Middle East,SHAM,National,Shelling/artillery/missile attack,1,1567462245,2018
56,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Sharan,Operation Olive Branch; JSH: Free Syrian Army,HXP: Self-Defense Forces,Syria,6038521,2018-01-25,SYR19878,19878,Battles,0,1,8,2,28,760,SYR,36.7538,Abudan - Marsawa,36.9138,"YPG and Self-Defense Forces damaged a Turkish or Olive Branch forces military vehicle during clashes in Abudan village in northern Aleppo, where Olive Branch FSA forces advanced in Abudan and another nearby village, later taking control of Abudan. No fatalities reported.",Middle East,Liveuamap; SOHR,Local partner-New media,Non-state actor overtakes territory,1,1571164389,2018
57,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Al-Malikeyyeh,Al-Malikeyyeh,,,Syria,5840104,2018-01-25,SYR19885,19885,Explosions/Remote violence,0,1,8,2,28,760,SYR,37.2791,Ain Diwar,42.1909,"The Turkish army shelled a police station for YPG in Ain Diwar in the north eastern countryside of Al-Hasakeh, no casualties were reported.",Middle East,SHAM,National,Shelling/artillery/missile attack,1,1567462244,2018
58,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),HXP: Self-Defense Forces,Syria,6038536,2018-01-25,SYR19934,19934,Battles,0,1,8,2,28,760,SYR,36.7731,Qurna,36.8421,"Clashes took place between Turkish forces and rebel and Islamist factions of the Turkish ""Operation Olive Branch"" against YPG and Self-Defense Forces in Qurna village in northern Aleppo. Olive Branch FSA forces took control of the village. No fatalities reported.",Middle East,Liveuamap; SOHR,Local partner-New media,Non-state actor overtakes territory,1,1571164389,2018
59,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),HXP: Self-Defense Forces,Syria,6038531,2018-01-25,SYR19917,19917,Battles,4,2,8,2,28,760,SYR,36.3925,Jandairis,36.6896,"Clashes and Turkish shelling took place between Turkish forces and rebel and Islamist factions of the Turkish ""Operation Olive Branch"" against YPG and Self-Defense Forces in Afrin, concentrated in the Jandaris sub-district of northern Aleppo. Turkish warplanes also raided the area, targeting YPG positions, areas in the Jandairis town in Afrin in Aleppo, killing a young boy and injuring another civilian. Clashes in Jabal Barsaya, Qastal Jandu, Bulbul, Raju, Jandaris, and Hamam killed at least 13 Olive Branch and Turkish forces and 6 YPG and Self-Defense Force fighters. The bodies of 2 Turkish soldiers were taken by YPG forces from the battlefield. 19 fatalities split between 6 locations, with Jabal Barsaya allocated 4 and Qastal Jandu, Bulbul, Raju, Jandaris, and Hamam each allocated 3. Total fatalities coded as 4.",Middle East,Airwars; SOHR; Liveuamap,Local partner-Other,Armed clash,1,1571164389,2018
60,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Raju,Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),HXP: Self-Defense Forces,Syria,6038537,2018-01-25,SYR19935,19935,Battles,4,2,8,2,28,760,SYR,36.6770,Raju,36.6645,"Clashes and Turkish shelling took place between Turkish forces and rebel and Islamist factions of the Turkish ""Operation Olive Branch"" against YPG and Self-Defense Forces in Afrin, concentrated in the Raju sub-district of northern Aleppo, including Amra village where Kurdish forces damaged a Turkish military vehicle. Turkish warplanes also targeted Raju area, killing 1 civilian. Clashes in Jabal Barsaya, Qastal Jandu, Bulbul, Raju, Jandaris, and Hamam killed at least 13 Olive Branch and Turkish forces and 6 YPG and Self-Defense Force fighters. The bodies of 2 Turkish soldiers were taken by YPG forces from the battlefield. 19 fatalities split between 6 locations, with Jabal Barsaya allocated 4 and Qastal Jandu, Bulbul, Raju, Jandaris, and Hamam each allocated 3. Total fatalities coded as 4.",Middle East,SOHR; Airwars,Local partner-Other,Armed clash,1,1571164389,2018
61,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),HXP: Self-Defense Forces,Syria,6038528,2018-01-25,SYR19903,19903,Battles,3,2,8,2,28,760,SYR,36.7697,Bulbul,36.8193,"Clashes and Turkish shelling took place between Turkish forces and rebel and Islamist factions of the Turkish ""Operation Olive Branch"" against YPG and Self-Defense Forces in Afrin, concentrated in the Bulbul sub-district of northern Aleppo. Turkish warplanes also targeted the area. Clashes in Jabal Barsaya, Qastal Jandu, Bulbul, Raju, Jandaris, and Hamam killed at least 13 Olive Branch and Turkish forces and 6 YPG and Self-Defense Force fighters. The bodies of 2 Turkish soldiers were taken by YPG forces from the battlefield. 19 fatalities split between 6 locations, with Jabal Barsaya allocated 4 and Qastal Jandu, Bulbul, Raju, Jandaris, and Hamam each allocated 3.",Middle East,Liveuamap; SOHR,Local partner-New media,Armed clash,1,1571164389,2018
62,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Sheikh El-Hadid,Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),HXP: Self-Defense Forces,Syria,6038539,2018-01-25,SYR19944,19944,Battles,0,1,8,2,28,760,SYR,36.5016,Sheikh al-Hadid,36.5992,"Clashes, accompanied by Turkish airstrikes, took place between Turkish forces and rebel and Islamist factions of the Turkish ""Operation Olive Branch"" against YPG and Self-Defense Forces in Sheikh El-Hadid village in northern Aleppo. No fatalities reported.",Middle East,Liveuamap; SOHR,Local partner-New media,Armed clash,1,1571164389,2018
63,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6038492,2018-01-24,SYR19783,19783,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,"Turkish forces shelled areas of the Afrin countryside, including the Shirawa area, as Turkish warplanes struck YPG positions in the area. No fatalities reported.",Middle East,Liveuamap; SOHR,Local partner-New media,Air/drone strike,1,1571164389,2018
64,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Sharan,,,Syria,6038519,2018-01-24,SYR19864,19864,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.6213,Sharan,36.9416,"Turkish warplanes carried out raids on Helwaniya, Kindi, and Mazn towns as well as other YPG targets in the Sharan sub-district. No fatalities reported.",Middle East,Liveuamap; SOHR,Local partner-New media,Air/drone strike,1,1571164389,2018
65,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Raju,Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),,Syria,5853317,2018-01-24,SYR19863,19863,Battles,0,2,8,2,28,760,SYR,36.8116,Shankal,36.7423,"Clashes took place between Turkish forces and rebel and Islamist factions of the Turkish ""Operation Olive Branch"" against YPG fighters in the Shenkal area of northern Aleppo. No fatalities reported.",Middle East,SOHR,Other,Armed clash,1,1567462261,2018
66,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Sharan,,,Syria,6038513,2018-01-24,SYR19848,19848,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.6231,Maydankay Dam,36.8717,"Turkish fighter jets bombed areas in the vicinity of the Maydanki Dam in the Afrin area of northern Aleppo, targeting YPG positions. No fatalities reported.",Middle East,Liveuamap; SOHR,Local partner-New media,Air/drone strike,1,1571164389,2018
67,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,A'zaz,Operation Olive Branch; JSH: Free Syrian Army,,Syria,6075000,2018-01-24,SYR19831,19831,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.6358,Jabal Barsaya,37.0324,Turkish and allied FSA Olive Branch forces shelled YPG position in the western vicinity of Jabal Barsaya. YPG positions in the area were destroyed by Turkish Firtina Howitzers and Turkish forces shelled the area with a Rokestan T-122. Olive Branch fighters reportedly captured YPG trenches and interconnected concrete tunnels in the area. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164568,2018
68,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6076038,2018-01-24,SYR19782,19782,Battles,0,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,Clashes took place between Turkish and YPG forces in the village of Khalil in Mabata district of Afrin. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164569,2018
69,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Ain Al Arab,Lower Shyookh,,,Syria,6075922,2018-01-24,SYR19866,19866,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.7672,Shuyukh,38.0665,Turkish forces shelled YPG positions in Shuyukh with artillery. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164569,2018
70,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,Nabul,,,Syria,6080030,2018-01-24,SYR19803,19803,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.3101,Bashmra,36.9787,Turkish warplanes carried out raids against the YPG in Bashmra town in northern Aleppo. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Air/drone strike,1,1571164582,2018
71,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6038498,2018-01-24,SYR19804,19804,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.3411,Basufan,36.8736,Turkish warplanes carried out raids against the YPG in Basufan town in the Afrin district of northern Aleppo. No fatalities reported.,Middle East,SOHR; Liveuamap,Local partner-New media,Air/drone strike,1,1571164389,2018
72,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Ar-Raqqa,Tell Abiad,Tell Abiad,,,Syria,6081922,2018-01-24,SYR19872,19872,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.6978,Tell Abiad,38.9548,"Turkish warplanes reportedly hit YPG positions near Tell Abiad in Ar-Raqqa province, including a hill to the town's south. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Air/drone strike,1,1571164584,2018
73,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Al Bab,A'rima,,,Syria,6079771,2018-01-24,SYR19796,19796,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.4723,A'rima,37.7229,Turkish warplanes carried out strikes against the YPG in A'rima town in northern Aleppo. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Air/drone strike,1,1571164582,2018
74,YPG: Peoples Protection Units,Military Forces of Turkey (2016-),Aleppo,Jebel Saman,Daret Azza,,,Syria,6079569,2018-01-23,SYR19735,19735,Explosions/Remote violence,0,2,2,8,28,760,SYR,36.2850,Daret Azza,36.8511,"YPG fighters targeted Turkish army positions in Bazara village, between Darat Azza and Basufan in northern Aleppo. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164581,2018
75,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Jarablus,Jarablus,,,Syria,6075426,2018-01-23,SYR19754,19754,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.8145,Jarablus,38.0099,Turkish army forces shelled YPG positions in Jarablus city with artillery. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164569,2018
76,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Raju,JSH: Free Syrian Army; JWS: Syrian National Army; Opposition Rebels (Syria); Islamist Militia (Syria),,Syria,6078440,2018-01-23,SYR19763,19763,Battles,0,1,2,2,22,760,SYR,36.6030,Omar Ushaghi,36.6245,Operation Olive Branch FSA forces announced the capture of Omar Ushaghi village in northern Afrin from YPG forces. National Syrian Army forces were also present. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164574,2018
77,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Quamishli,Amuda,,,Syria,5843690,2018-01-22,SYR19655,19655,Explosions/Remote violence,0,2,8,2,28,760,SYR,37.1026,Amuda,40.9313,Turkish military forces shelled a YPG outpost north of the town of Amuda. No information about damage or casualties reported.,Middle East,SHAM,National,Shelling/artillery/missile attack,1,1567462249,2018
78,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,Operation Olive Branch,,Syria,6081627,2018-01-22,SYR19646,19646,Battles,0,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,YPG sources said that Turkish warplanes carried out raids on villages in the Afrin area amid heavy clashes. Part of the clashes came from Turkish forces opening a new front on Afrin originating from the Az'az area.,Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164584,2018
79,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Al-Malikeyyeh,Al-Malikeyyeh,,,Syria,5843574,2018-01-22,SYR19652,19652,Explosions/Remote violence,0,2,8,2,28,760,SYR,37.1745,Al-Malikeyyeh,42.1403,Turkish warplanes struck YPG positions in the Karatshouk Mountains in rural al-Malikeyyeh with no information about damage or casualties reported.,Middle East,SHAM,National,Air/drone strike,1,1567462249,2018
80,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,,Civilians (Syria),Syria,6038455,2018-01-22,SYR19681,19681,Explosions/Remote violence,1,1,8,2,28,760,SYR,36.3925,Jandairis,36.6896,"Turkish warplanes struck YPG positions in the town of Jandairis, killing 1 civilian.",Middle East,SNHR; Liveuamap,Local partner-Other,Air/drone strike,1,1571164389,2018
81,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Ras Al Ain,Ras Al Ain,,,Syria,5840505,2018-01-22,SYR19703,19703,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.8494,Ras Al Ain,40.0747,"Turkish military forces shelled Kashto farm, near Ras Al Ain, which may have resulted in YPG casualties. Accounting for fatalities coded in Ras Al Ain town, no fatalities coded to this event.",Middle East,SHAM,National,Shelling/artillery/missile attack,1,1567462245,2018
82,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Raju,,Civilians (Syria),Syria,6038459,2018-01-22,SYR19699,19699,Explosions/Remote violence,2,2,8,2,28,760,SYR,36.6770,Raju,36.6645,"Turkish warplanes carried out raids against YPG targets in the Raju area and nearby villages, killing 2 civilians and injuring as many as 14 more.",Middle East,Liveuamap; SOHR; Airwars,Local partner-Other,Air/drone strike,1,1571164389,2018
83,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,Operation Euphrates Shield,,Syria,6080838,2018-01-21,SYR19613,19613,Battles,0,1,8,2,28,760,SYR,36.3925,Jandairis,36.6896,Turkish military forces and their Euphrates Shield allies tried to enter the YPG-held town of Jandaris with neither injuries nor fatalities reported.,Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164583,2018
84,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,A'zaz,,,Syria,6080436,2018-01-21,SYR19598,19598,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.5849,Azaz,37.0432,Turkish military forces shelled YPG positions in the Baflune mountains with neither injuries nor fatalities reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164582,2018
85,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6081409,2018-01-21,SYR19584,19584,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.5111,Afrin,36.8655,Turkish T-122 MLRS units launched missiles at YPG positions in the town of Afrin. No information about damage or casualties reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164584,2018
86,YPG: Peoples Protection Units,Military Forces of Turkey (2016-),Aleppo,Afrin,Afrin,9th Division Special Forces,,Syria,6078378,2018-01-21,SYR19585,19585,Battles,0,2,2,8,28,760,SYR,36.5111,Afrin,36.8655,FSA 9th Brigade Special Forces units took part in the Afrin offensive. YPG forces claimed to have destroyed a Turkish tank as part of a clash somewhere in Afrin province. Neither injuries nor fatalities reported.,Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164574,2018
87,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6078960,2018-01-20,SYR19548,19548,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.5004,Marata,36.8006,"The Turkish warplanes conducted several air strikes on YPG positions in Marata village in Afrin district in the northern countryside of Aleppo, no casualties were reported.",Middle East,Liveuamap,Local partner-New media,Air/drone strike,1,1571164581,2018
88,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,Civilians (Syria),Syria,6038405,2018-01-20,SYR19504,19504,Explosions/Remote violence,9,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,Turkish troops conducted several artillery strikes on YPG positions in several areas and townships of Afrin district which killed as many as 6 civilians and injured several others. The attack also killed 3 YPG fighters. Total fatalities coded as 9.,Middle East,Airwars; Liveuamap,Local partner-Other,Shelling/artillery/missile attack,1,1571164389,2018
89,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6038406,2018-01-20,SYR19505,19505,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.5111,Afrin,36.8655,"The Turkish warplanes conducted several air strikes on YPG positions in Afrin city in the northern countryside of Aleppo, no casualties were reported.",Middle East,Liveuamap; SOHR,Local partner-New media,Air/drone strike,1,1571164389,2018
90,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6075013,2018-01-19,SYR19439,19439,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,"The Turkish army shelled YPG positions in the Afrin area in the northern countryside of Aleppo, no casualties were reported.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164568,2018
91,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,,,Syria,6074933,2018-01-19,SYR19449,19449,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.7697,Bulbul,36.8193,"The Turkish army shelled the positions of YPG militia in Bulbul town in Afrin District in the northern countryside of Aleppo, no casualties were reported.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164568,2018
92,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Menbij,Menbij,,,Syria,6078778,2018-01-18,SYR19415,19415,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.5258,Menbij,37.9510,Turkish military forces shelled the YPG-controlled village of Aud al-Dadad in rural Menbij with neither injuries nor fatalities reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164580,2018
93,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Jarablus,Jarablus,,,Syria,6082646,2018-01-18,SYR19392,19392,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.8145,Jarablus,38.0099,Turkish military forces shelled YPG positions in Jarablus with neither injuries nor fatalities reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164585,2018
94,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6081991,2018-01-18,SYR19359,19359,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,Turkish military forces shelled the YPG-positions in areas around Afrin with no casualties reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164584,2018
95,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Raju,,Civilians (Syria),Syria,6038321,2018-01-15,SYR19152,19152,Explosions/Remote violence,6,2,8,2,28,760,SYR,36.6770,Raju,36.6645,"Turkish forces shelled the Afrin area, including Villat al-Qadi village, likely in the Raju area of northern Syria. 1 YPG fighter and 5 civilians were killed in shelling on the area.",Middle East,SOHR; SNHR; Liveuamap,Local partner-Other,Shelling/artillery/missile attack,1,1571164389,2018
96,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6038272,2018-01-14,SYR19005,19005,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.3411,Basufan,36.8736,"Turkish forces fired artillery shells on YPG targets in the town of Basufan in northern Aleppo. Shelling on Qatma, Kafr Janna, Upper Maskeh, Raju, Iskan, Basufan, Deir Ballut, Jalama, Jandairis, and other areas caused material damage. No fatalities reported.",Middle East,Liveuamap; SOHR,Local partner-New media,Shelling/artillery/missile attack,1,1571164389,2018
97,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,,,Syria,6038275,2018-01-14,SYR19014,19014,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.3397,Deir Ballut,36.6649,"Turkish forces fired artillery shells on YPG targets in the town of Deir Ballut in northern Aleppo. Shelling on Qatma, Kafr Janna, Upper Maskeh, Raju, Iskan, Basufan, Deir Ballut, Jalama, Jandairis, and other areas caused material damage. No fatalities reported.",Middle East,SOHR; Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164389,2018
98,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,,,Syria,6038282,2018-01-14,SYR19033,19033,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.3925,Jandairis,36.6896,"Turkish forces fired artillery shells on YPG targets in Jandaris city in northern Aleppo and areas in its vicinity. Shelling on Qatma, Kafr Janna, Upper Maskeh, Raju, Iskan, Basufan, Deir Ballut, Jalama, Jandairis, and other areas caused material damage. No fatalities reported.",Middle East,Liveuamap; SOHR,Local partner-New media,Shelling/artillery/missile attack,1,1571164389,2018
99,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Raju,,,Syria,6038287,2018-01-14,SYR19056,19056,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.6770,Raju,36.6645,"Turkish forces fired artillery shells on YPG targets in the village of Jisr Hashraka in the Raju sub-district of northern Aleppo as well as other places in the area. Shelling on Qatma, Kafr Janna, Upper Maskeh, Raju, , Deir Ballut, Jalama, Jandairis, and other areas caused material damage. No fatalities reported.",Middle East,SOHR; Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164389,2018
100,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,5857641,2018-01-14,SYR18986,18986,Battles,0,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,"Sporadic clashes took place between Turkish forces and YPG fighters on the Turkish-Syrian border, likely in the Afrin district of Aleppo, as the 2 sides also exchanged heavy machine gun fire. No fatalities reported.",Middle East,SOHR,Other,Armed clash,1,1567462267,2018
101,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,Civilians (Syria),Syria,6038251,2018-01-13,SYR18915,18915,Explosions/Remote violence,1,1,8,2,28,760,SYR,36.5111,Afrin,36.8655,"Turkish military forces shelled YPG positions in the Afrin countryside, injuring two civilians, including a child. It was reported that 1 YPG fighter was killed by the shelling.",Middle East,Airwars; Liveuamap,Local partner-Other,Shelling/artillery/missile attack,1,1571164389,2018
102,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6076534,2017-12-27,SYR29020,29020,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.3536,Iskan,36.8067,Turkish military forces shelled YPG positions in the village of Iskan with no information about fatalities reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164570,2017
103,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Sharan,,,Syria,6078601,2017-12-25,SYR17777,17777,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.6317,Qastal Jandu,37.0193,A Turkish UAV struck a YPG position in Qastal Jandu in northern Aleppo. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Air/drone strike,1,1571164580,2017
104,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6082767,2017-12-20,SYR28939,28939,Explosions/Remote violence,1,1,8,2,28,760,SYR,36.5111,Afrin,36.8655,At least one YPG fighter was killed by Turkish military shelling of the town of Afrin.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164585,2017
105,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,QSD: Syrian Democratic Forces,Syria,6082545,2017-12-19,SYR28936,28936,Battles,3,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,3 YPG fighters from the Syrian Democratic Forces were killed by Turkish forces in the countryside of Afrin under unknown circumstances.,Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164585,2017
106,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6075250,2017-12-11,SYR28888,28888,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.3411,Basufan,36.8736,Turkish forces shelled YPG positions in Basufan village with artillery. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164568,2017
107,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6076492,2017-12-11,SYR28889,28889,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.3588,Ba'ay,36.8663,Turkish forces shelled YPG positions in Ba'ay village with artillery. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164570,2017
108,Military Forces of Turkey (2016-) Gendarmerie,YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,YPJ: Women's Protection Units,Syria,6077747,2017-11-28,SYR28800,28800,Battles,0,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,"The Turkish army clashed with the YPG and YPJ militias in the northern part of Afrin district near the Turkish border amid shelling by the Turkish army on the villages north of Afrin district, the clashes led to injure 1 militant of the Turkish army, no fatalities were reported.",Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164572,2017
109,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Raju,,,Syria,6082452,2017-11-15,SYR28724,28724,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.8214,Meidan Ekbis,36.6782,"Turkish forces shelled YPG positions in Dikmetash village, in the vicinity of Meidan Ekbis in northern Aleppo, with artillery. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164585,2017
