,data_id,event_date,event_type,sub_event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities,timestamp
0,6023057,2019-10-10,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Ar-Raqqa,Tell Abiad,Suluk,Hammam al Turkman,36.5272,39.0776,Liveuamap,"On 10 October 2019, Turkish warplanes carried out air raids on YPG positions in the town of Hammam Al Turkman with neither injuries nor fatalities reported.",0,1571090204
1,6023249,2019-10-10,Battles,Armed clash,Military Forces of Turkey (2016-),Islamist Militia (Syria),YPG: Peoples Protection Units,,Aleppo,A'zaz,A'zaz,Maraanaz,36.5511,37.0187,SOHR,"On 10 October 2019, Turkish and pro-Turkish Islamist faction fighters shelled the town of Maraanaz while clashing with YPG forces in the area with casualties reported on both sides. Fatalities coded to 0.",0,1571090204
2,6049159,2019-10-09,Battles,Armed clash,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units - Anti-Terror Unit,,Al-Hasakeh,Ras Al Ain,Darbasiyah,Darbasiyah,37.0700,40.6540,SHAM; Liveuamap,"On 09 October, 2019, clashes took place between Turkish forces and YPG as part of Operation Peace Spring near Darbasiyah border crossing in Darbasiyah in al-Hasakeh. No advances were reported. Neither fatalities nor injuries were reported.",0,1571164404
3,6049179,2019-10-09,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units - Anti-Terror Unit,,Ar-Raqqa,Tell Abiad,Ein Issa,Ein Issa,36.3837,38.8628,Liveuamap; SOHR,"On 09 October, 2019, Turkish warplanes carried out airstrikes on a military base of YPG's anti-terror units in Hoshan, near Ein Issa in Ar-Raqqa. 7 YPG fighters were killed and 16 were wounded.",7,1571164404
4,6023095,2019-10-09,Battles,Armed clash,Military Forces of Turkey (2016-),,YPG: Peoples Protecre reported.",0,1571090204
5,6049156tion Units - Anti-Terror Unit,,Al-Hasakeh,Quamishli,Quamishli,Quamishli,37.0447,41.2262,SHAM,"On 09 October, 2019, clashes took place between Turkish forces and YPG as part of Operation Peace Spring on the outskirts of Quamishli city in al-Hasakeh. No advances were reported. Neither fatalities nor injuries we,2019-10-08,Battles,Armed clash,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Mreimin Afrin,36.5304,36.9496,Liveuamap; SOHR,"On 08 October, 2019, Turkish forces shelled Mreimin area in Afrin district of Aleppo using artillery shells while YPG targeted the town with artillery in response. Neither fatalities nor injuries were reported.",0,1571164404
6,6077854,2019-10-02,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,Tall Refaat,Tall Refaat,36.4726,37.0941,Liveuamap,"On 2 October 2019, Turkish ground forces shelled YPG positions on the outskirts of the town of Tall Refaat with neither injuries nor fatalities reported.",0,1571164572
7,6079672,2019-10-02,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,A'zaz,Menagh - Military Airport,36.5220,37.0383,Liveuamap,"On 2 October 2019, Turkish ground forces shelled YPG positions at the Menagh Military Airport with neither injuries nor fatalities reported.",0,1571164581
8,6049054,2019-10-01,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,A'zaz,Menagh - Military Airport,36.5220,37.0383,Liveuamap; SOHR,"On 1 October 2019, Turkish ground forces shelled YPG positions at the Menagh Military Airport with neither injuries nor fatalities reported.",0,1571164403
9,6049056,2019-10-01,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,Tall Refaat,Tall Refaat,36.4726,37.0941,SOHR; Liveuamap,"On 1 October 2019, Turkish ground forces shelled YPG positions in the town of Tall Refaat with neither injuries nor fatalities reported.",0,1571164403
10,6075042,2019-10-01,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,Mare',Harbal,36.4306,37.1669,Liveuamap,"On 1 October 2019, Turkish ground forces shelled YPG positions in the town of Harbal with neither injuries nor fatalities reported.",0,1571164568
11,6048963,2019-09-28,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,Mare',Harbal,36.4306,37.1669,SOHR; Liveuamap,"On 28 September, 2019, Turkish forces shelled YPG positions in the vicinity of Harbal in northern Aleppo countryside. Neither fatalities nor injuries were reported.",0,1571164403
12,6017783,2019-09-28,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,Tall Refaat,Tall Refaat,36.4726,37.0941,SOHR,"On 28 September, 2019, Turkish forces shelled YPG positions in the vicinity of Tall Refaat in northern Aleppo countryside. Neither fatalities nor injuries were reported.",0,1570485539
13,6048866,2019-09-16,Battles,Armed clash,Military Forces of Turkey (2016-),Opposition Rebels (Syria),YPG: Peoples Protection Units,,Aleppo,A'zaz,Mare',Mare',36.4827,37.1965,SOHR; Liveuamap,"On 16 September 2019, sporadic clashes, involving medium machine guns, took place between Turkish forces, supported by pro-Turkey opposition factions, and YPG in areas in the outskirts and vicinity of Mare' in Aleppo amid shelling of YPG areas by Turkish forces. Clashes and shelling resulted in the wounding of several fighters from both sides. No fatalities were reported.",0,1571164403
14,6081802,2019-09-02,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,A'zaz,Maraanaz,36.5511,37.0187,Liveuamap,"On 02 September 2019, Turkish forces shelled YPG positions in Maraanaz in Aleppo. Neither injuries nor fatalities were reported.",0,1571164584
15,6075138,2019-08-29,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,A'zaz,Al-Malikeyyeh,36.5435,36.9904,Liveuamap,"On 29 August, 2019, Turkish forces shelled YPG positions in al-Malikeyyeh in northern Aleppo countryside using artillery fire. Neither fatalities nor injuries were reported.",0,1571164568
16,6074901,2019-08-29,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Aqibah,36.4370,36.9680,Liveuamap,"On 29 August, 2019, Turkish forces shelled YPG positions in Aqibah in northern Aleppo countryside using artillery fire. Neither fatalities nor injuries were reported.",0,1571164568
17,6080403,2019-08-26,Explosions/Remote violence,Shelling/artillery/missile attack,YPG: Peoples Protection Units,,Military Forces of Turkey (2016-),Civilians (Syria); Health Workers (Syria),Aleppo,A'zaz,A'zaz,Azaz,36.5849,37.0432,Liveuamap,"On 26 August 2019, YPG fighters fired mortars at a hospital and Turkish army positions in the town of Azaz with neither injuries nor fatalities reported.",0,1571164582
18,6078116,2019-08-22,Battles,Armed clash,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,A'zaz,Ein Daqneh,36.5248,37.0776,Liveuamap,"On 22 August 2019, Turkish and YPG forces clashed in the town of Ein Daqneh with neither injuries nor fatalities reported.",0,1571164574
19,6075753,2019-08-22,Battles,Armed clash,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,Mare',Harbal,36.4306,37.1669,Liveuamap,"On 22 August 2019, Turkish and YPG forces clashed in the town of Harbal with neither injuries nor fatalities reported.",0,1571164569
20,6075439,2019-08-22,Battles,Armed clash,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,Tall Refaat,Sheikh Isa,36.4793,37.1467,Liveuamap,"On 22 August 2019, Turkish and YPG forces clashed in the town of Sheikh Isa with neither injuries nor fatalities reported.",0,1571164569
21,6048534,2019-08-22,Battles,Armed clash,Military Forces of Turkey (2016-),JWS: Syrian National Army,YPG: Peoples Protection Units,,Aleppo,A'zaz,A'zaz,Al-Malikeyyeh,36.5435,36.9904,SOHR; Liveuamap,"On 22 August 2019, Turkish ground forces shelled the town of Al-Malikeyyeh in Aleppo province while JWS forces clashed with YPG fighters with neither injuries nor fatalities reported.",0,1571164403
22,5735571,2019-08-20,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Ras Al Ain,36.8494,40.0747,SHAM,"On 20 August 2019, Turkish forces targeted YPG positions in the eastern vicinity of Ras Al Ain in Al-Hasakeh with heavy artillery. Neither injuries nor fatalities were reported.",0,1567460811
23,6082337,2019-08-19,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,Tall Refaat,Tall Refaat,36.4726,37.0941,Liveuamap,"On 19 August, 2019, Turkish forces shelled YPG positions in Tall Refaat in northern Aleppo countryside. Neither fatalities nor injuries were reported.",0,1571164585
24,6048254,2019-08-06,Battles,Armed clash,Military Forces of Turkey (2016-),Islamist Militia (Syria),YPG: Peoples Protection Units,,Aleppo,A'zaz,A'zaz,Al-Malikeyyeh,36.5435,36.9904,Liveuamap; SOHR,"On 6 August 2019, Islamist faction fighters clashed with YPG forces in the Al-Malikeyyeh area. Amid an exchange of shelling, some from Turkish army forces, 5 Islamist fighters were killed and YPG forces suffered an unknown number of casualties. Total fatalities coded to 5.",5,1571164402
25,6075757,2019-08-06,Battles,Armed clash,Military Forces of Turkey (2016-),JWS: Syrian National Army,YPG: Peoples Protection Units,,Aleppo,A'zaz,A'zaz,Maraanaz,36.5511,37.0187,Liveuamap,"On 6 August 2019, Turkish forces shelled YPG positions in the Maraanaz area while Syrian National Army and YPG fighters clashed with an unknown number of YPG fighters reported killed. Unknown number of fatalities coded to 10.",10,1571164569
26,5734712,2019-08-03,Battles,Armed clash,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Al-Hasakeh,Quamishli,Quamishli,Quamishli,37.0447,41.2262,SHAM,"On 3 August 2019, Turkish and YPG forces exchanged artillery and shelling in the vicinity of the city of Quamishli which resulted in injuries. No fatalities were reported.",0,1567460810
27,6048203,2019-08-03,Battles,Armed clash,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Aziziyeh,36.7907,39.9787,SHAM; Liveuamap,"On 3 August 2019, Turkish forces arrested a YPG fighter as he was attempting to enter Turkish territory from the town of Azizyeh in Al-Hasakeh province. Neither injuries nor fatalities were reported during the operation.",0,1571164402
28,6077103,2019-08-02,Battles,Armed clash,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,Tall Refaat,Sheikh Isa,36.4793,37.1467,Liveuamap,"On 2 August 2019, Turkish ground forces shelled in the vicinity of the town of Sheikh Isa after YPG forces attempted to infiltrate the town with neither injuries nor fatalities reported.",0,1571164571
29,6076738,2019-08-02,Battles,Armed clash,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,Tall Refaat,Tall Refaat,36.4726,37.0941,Liveuamap,"On 2 August 2019, Turkish ground forces shelled the vicinity of the town of Tall Refaat after YPG forces attempted to infiltrate the town with neither injuries nor fatalities reported.",0,1571164570
30,6079186,2019-07-31,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Afrin,36.5111,36.8655,Liveuamap,"On 31 July 2019, Turkish forces shelled YPG positions in the vicinity of Soghanak in the countryside of Afrin. Neither injuries nor fatalities were reported.",0,1571164581
31,6074674,2019-07-29,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Aqibah,36.4370,36.9680,Liveuamap,"On 29 July, 2019, Turkish forces shelled YPG positions in Aqibah in northern Aleppo countryside using artillery fire. Neither fatalities nor injuries were reported.",0,1571164568
32,5734467,2019-07-29,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Al-Hasakeh,Quamishli,Qahtaniyyeh,Qahtaniyyah,37.0284,41.5473,SHAM,"On 29 July, 2019, Turkish forces targeted a YPG observation point in the vicinity of Qahtaniyyah in eastern al-Hasakeh countryside using mortar fire. Neither fatalities nor injuries were reported.",0,1567460810
33,6082234,2019-07-27,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Sorhane,36.4365,36.9292,Liveuamap,"On 27 July, 2019, Turkish forces shelled YPG positions in Sorhane in Afrin district of Aleppo using artillery fire. Neither fatalities nor injuries were reported.",0,1571164585
34,5669976,2019-07-06,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,A'zaz,Al-Malikeyyeh,36.5435,36.9904,SOHR,"On 6 July 2019, Turkish ground forces fired rockets at YPG positions in the town of Al-Malikeyyeh with neither injuries nor fatalities reported.",0,1564753631
35,5840982,2019-07-03,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Ras Al Ain,36.8494,40.0747,SHAM,"On 03 July 2019, Turkish forces shelled a YPG military patrol west of Ras Al Ain in Al-Hasakeh, wounding one YPG fighter. No fatalities were reported.",0,1567462245
36,6082392,2019-07-02,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,Tall Refaat,Tall Refaat,36.4726,37.0941,Liveuamap,"On 02 July 2019, Turkish forces shelled YPG positions in Tall Refaat in Aleppo. Neither injuries nor fatalities were reported.",0,1571164585
37,6080165,2019-07-02,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,Tall Refaat,Tanab,36.4965,37.0035,Liveuamap,"On 02 July 2019, Turkish forces shelled YPG positions in Tanab in Aleppo. Neither injuries nor fatalities were reported.",0,1571164582
